央视卫视,#genre#
CCTV7-国防军事,http:/1.95.63.93/zb/CCTV7.m3u8
CCTV8-电视剧,http:/1.95.63.93/zb/CCTV8.m3u8
CCTV9-纪录,http:/1.95.63.93/zb/CCTV9.m3u8
CCTV10-科教,http:/1.95.63.93/zb/CCTV10.m3u8
CCTV11-戏曲,http:/1.95.63.93/zb/CCTV11.m3u8
CCTV12-社会与法,http:/1.95.63.93/zb/CCTV12.m3u8
CCTV13--新闻,http:/1.95.63.93/zb/CCTV13.m3u8
CCTV14-少儿,http:/1.95.63.93/zb/CCTV14.m3u8
CCTV15-音乐,http:/1.95.63.93/zb/CCTV15.m3u8
CCTV17-农业农村,http:/1.95.63.93/zb/CCTV17.m3u8
CCTV-第一剧场,http:/1.95.63.93/zb/CCTV-DYJC.m3u8
CCTV-怀旧剧场,http:/1.95.63.93/zb/CCTV-HJJC.m3u8
CCTV-风云音乐,http:/1.95.63.93/zb/CCTV-FYYY.m3u8
CCTV-世界地理,http:/1.95.63.93/zb/CCTV-SJDL.m3u8
CCTV-风云剧场,http:/1.95.63.93/zb/CCTV-FYJC.m3u8
CCTV-老故事,http:/1.95.63.93/zb/CCTV-LGS.m3u8
CCTV-中学生,http:/1.95.63.93/zb/CCTV-ZXS.m3u8
CCTV-发现之旅,http:/1.95.63.93/zb/CCTV-FXZL.m3u8
CCTV-书画,http:/1.95.63.93/zb/CCTV-SH.m3u8
CCTV-中国交通频道·贵州,http:/1.95.63.93/zb/CCTV-GZJT.m3u8
CETV-1,http:/1.95.63.93/zb/CETV-1.m3u8
CCTV-天元围棋,http:/1.95.63.93/zb/CCTV-TYWQ.m3u8
CCTV-环球奇观,http:/1.95.63.93/zb/CCTV-HQQG.m3u8
CCTV-汽摩,http:/1.95.63.93/zb/CCTV-QM.m3u8
CCTV-国学频道,http:/1.95.63.93/zb/CCTV-GXPD.m3u8
CCTV1-综合,http:/1.95.63.93/zb1/CCTV1.m3u8
CCTV2-财经,http:/1.95.63.93/zb1/CCTV2.m3u8
CCTV3-综艺,http:/1.95.63.93/zb1/CCTV3.m3u8
CCTV4-中文国际,http:/1.95.63.93/zb1/CCTV4.m3u8
CCTV5-体育,http:/1.95.63.93/zb1/CCTV5.m3u8
CCTV5＋,http:/1.95.63.93/zb1/CCTV5+.m3u8
CCTV6-电影,http:/1.95.63.93/zb1/CCTV6.m3u8
CCTV7-国防军事,http:/1.95.63.93/zb1/CCTV7.m3u8
CCTV8-电视剧,http:/1.95.63.93/zb1/CCTV8.m3u8
CCTV9-纪录,http:/1.95.63.93/zb1/CCTV9.m3u8
CCTV10-科教,http:/1.95.63.93/zb1/CCTV10.m3u8
CCTV11-戏曲,http:/1.95.63.93/zb1/CCTV11.m3u8
CCTV12-社会与法,http:/1.95.63.93/zb1/CCTV12.m3u8
CCTV13--新闻,http:/1.95.63.93/zb1/CCTV13.m3u8
CCTV14-少儿,http:/1.95.63.93/zb1/CCTV14.m3u8
CCTV15-音乐,http:/1.95.63.93/zb1/CCTV15.m3u8
CCTV17-农业农村,http:/1.95.63.93/zb1/CCTV17.m3u8
CCTV-第一剧场,http:/1.95.63.93/zb1/CCTV-DYJC.m3u8
CCTV-怀旧剧场,http:/1.95.63.93/zb1/CCTV-HJJC.m3u8
CCTV-风云音乐,http:/1.95.63.93/zb1/CCTV-FYYY.m3u8
CCTV-世界地理,http:/1.95.63.93/zb1/CCTV-SJDL.m3u8
CCTV-风云剧场,http:/1.95.63.93/zb1/CCTV-FYJC.m3u8
CCTV-老故事,http:/1.95.63.93/zb1/CCTV-LGS.m3u8
CCTV-中学生,http:/1.95.63.93/zb1/CCTV-ZXS.m3u8
CCTV-发现之旅,http:/1.95.63.93/zb1/CCTV-FXZL.m3u8
CCTV-书画,http:/1.95.63.93/zb1/CCTV-SH.m3u8
CCTV-中国交通频道·贵州,http:/1.95.63.93/zb1/CCTV-GZJT.m3u8
CETV-1,http:/1.95.63.93/zb1/CETV-1.m3u8
CCTV-天元围棋,http:/1.95.63.93/zb1/CCTV-TYWQ.m3u8
CCTV-环球奇观,http:/1.95.63.93/zb1/CCTV-HQQG.m3u8
CCTV-汽摩,http:/1.95.63.93/zb1/CCTV-QM.m3u8
CCTV-国学频道,http:/1.95.63.93/zb1/CCTV-GXPD.m3u8
CCTV1-综合,http:/huangfeiyan.top/zb/CCTV1.m3u8
CCTV2-财经,http:/huangfeiyan.top/zb/CCTV2.m3u8
CCTV3-综艺,http:/huangfeiyan.top/zb/CCTV3.m3u8
CCTV4-中文国际,http:/huangfeiyan.top/zb/CCTV4.m3u8
CCTV5-体育,http:/huangfeiyan.top/zb/CCTV5.m3u8
CCTV5＋,http:/huangfeiyan.top/zb/CCTV5+.m3u8
CCTV6-电影,http:/huangfeiyan.top/zb/CCTV6.m3u8
CCTV7-国防军事,http:/huangfeiyan.top/zb/CCTV7.m3u8
CCTV8-电视剧,http:/huangfeiyan.top/zb/CCTV8.m3u8
CCTV9-纪录,http:/huangfeiyan.top/zb/CCTV9.m3u8
CCTV10-科教,http:/huangfeiyan.top/zb/CCTV10.m3u8
CCTV11-戏曲,http:/huangfeiyan.top/zb/CCTV11.m3u8
CCTV12-社会与法,http:/huangfeiyan.top/zb/CCTV12.m3u8
CCTV13--新闻,http:/huangfeiyan.top/zb/CCTV13.m3u8
CCTV14-少儿,http:/huangfeiyan.top/zb/CCTV14.m3u8
CCTV15-音乐,http:/huangfeiyan.top/zb/CCTV15.m3u8
CCTV17-农业农村,http:/huangfeiyan.top/zb/CCTV17.m3u8
CCTV-第一剧场,http:/huangfeiyan.top/zb/CCTV-DYJC.m3u8
CCTV-怀旧剧场,http:/huangfeiyan.top/zb/CCTV-HJJC.m3u8
CCTV-风云音乐,http:/huangfeiyan.top/zb/CCTV-FYYY.m3u8
CCTV-世界地理,http:/huangfeiyan.top/zb/CCTV-SJDL.m3u8
CCTV-风云剧场,http:/huangfeiyan.top/zb/CCTV-FYJC.m3u8
CCTV-老故事,http:/huangfeiyan.top/zb/CCTV-LGS.m3u8
CCTV-中学生,http:/huangfeiyan.top/zb/CCTV-ZXS.m3u8
CCTV-发现之旅,http:/huangfeiyan.top/zb/CCTV-FXZL.m3u8
CCTV-书画,http:/huangfeiyan.top/zb/CCTV-SH.m3u8
CCTV-中国交通频道·贵州,http:/huangfeiyan.top/zb/CCTV-GZJT.m3u8
CETV-1,http:/huangfeiyan.top/zb/CETV-1.m3u8
CCTV-天元围棋,http:/huangfeiyan.top/zb/CCTV-TYWQ.m3u8
CCTV-环球奇观,http:/huangfeiyan.top/zb/CCTV-HQQG.m3u8
CCTV-汽摩,http:/huangfeiyan.top/zb/CCTV-QM.m3u8
CCTV-国学频道,http:/huangfeiyan.top/zb/CCTV-GXPD.m3u8
CCTV1-综合,http:/huangfeiyan.top/zb1/CCTV1.m3u8
CCTV2-财经,http:/huangfeiyan.top/zb1/CCTV2.m3u8
CCTV3-综艺,http:/huangfeiyan.top/zb1/CCTV3.m3u8
CCTV4-中文国际,http:/huangfeiyan.top/zb1/CCTV4.m3u8
CCTV5-体育,http:/huangfeiyan.top/zb1/CCTV5.m3u8
CCTV5＋,http:/huangfeiyan.top/zb1/CCTV5+.m3u8
CCTV6-电影,http:/huangfeiyan.top/zb1/CCTV6.m3u8
CCTV7-国防军事,http:/huangfeiyan.top/zb1/CCTV7.m3u8
CCTV8-电视剧,http:/huangfeiyan.top/zb1/CCTV8.m3u8
CCTV9-纪录,http:/huangfeiyan.top/zb1/CCTV9.m3u8
CCTV10-科教,http:/huangfeiyan.top/zb1/CCTV10.m3u8
CCTV11-戏曲,http:/huangfeiyan.top/zb1/CCTV11.m3u8
CCTV12-社会与法,http:/huangfeiyan.top/zb1/CCTV12.m3u8
CCTV13--新闻,http:/huangfeiyan.top/zb1/CCTV13.m3u8
CCTV14-少儿,http:/huangfeiyan.top/zb1/CCTV14.m3u8
CCTV15-音乐,http:/huangfeiyan.top/zb1/CCTV15.m3u8
CCTV17-农业农村,http:/huangfeiyan.top/zb1/CCTV17.m3u8
CCTV-第一剧场,http:/huangfeiyan.top/zb1/CCTV-DYJC.m3u8
CCTV-怀旧剧场,http:/huangfeiyan.top/zb1/CCTV-HJJC.m3u8
CCTV-风云音乐,http:/huangfeiyan.top/zb1/CCTV-FYYY.m3u8
CCTV-世界地理,http:/huangfeiyan.top/zb1/CCTV-SJDL.m3u8
CCTV-风云剧场,http:/huangfeiyan.top/zb1/CCTV-FYJC.m3u8
CCTV-老故事,http:/huangfeiyan.top/zb1/CCTV-LGS.m3u8
CCTV-中学生,http:/huangfeiyan.top/zb1/CCTV-ZXS.m3u8
CCTV-发现之旅,http:/huangfeiyan.top/zb1/CCTV-FXZL.m3u8
CCTV-书画,http:/huangfeiyan.top/zb1/CCTV-SH.m3u8
CCTV-中国交通频道·贵州,http:/huangfeiyan.top/zb1/CCTV-GZJT.m3u8
CETV-1,http:/huangfeiyan.top/zb1/CETV-1.m3u8
CCTV-天元围棋,http:/huangfeiyan.top/zb1/CCTV-TYWQ.m3u8
CCTV-环球奇观,http:/huangfeiyan.top/zb1/CCTV-HQQG.m3u8
CCTV-汽摩,http:/huangfeiyan.top/zb1/CCTV-QM.m3u8
CCTV-国学频道,http:/huangfeiyan.top/zb1/CCTV-GXPD.m3u8

安徽卫视,http:/1.95.63.93/zb/AHWS.m3u8
北京卫视,http:/1.95.63.93/zb/BJWS.m3u8
大湾区卫,http:/1.95.63.93/zb/DWQWS.m3u8
东方卫视,http:/1.95.63.93/zb/DFWS.m3u8
东南卫视,http:/1.95.63.93/zb/DNWS.m3u8
甘肃卫视,http:/1.95.63.93/zb/GSWS.m3u8
广东卫视,http:/1.95.63.93/zb/GDWS.m3u8
广西卫视,http:/1.95.63.93/zb/GXWS.m3u8
贵州卫视,http:/1.95.63.93/zb/GZWS.m3u8
海南卫视,http:/1.95.63.93/zb/QHWS.m3u8
河北卫视,http:/1.95.63.93/zb/HBWS.m3u8
河南卫视,http:/1.95.63.93/zb/HNWS.m3u8
黑龙江卫视,http:/1.95.63.93/zb/HLJWS.m3u8
湖北卫视,http:/1.95.63.93/zb/HBWS1.m3u8
湖南卫视,http:/1.95.63.93/zb/HNWS1.m3u8
吉林卫视,http:/1.95.63.93/zb/JLWS.m3u8
江苏卫视,http:/1.95.63.93/zb/JSWS.m3u8
江西卫视,http:/1.95.63.93/zb/JXWS.m3u8
金鹰纪实,http:/1.95.63.93/zb/JYSJ.m3u8
康巴卫视,http:/1.95.63.93/zb/KBWS.m3u8
辽宁卫视,http:/1.95.63.93/zb/LLWS.m3u8
内蒙古卫视,http:/1.95.63.93/zb/NMGWS.m3u8
宁夏卫视,http:/1.95.63.93/zb/NXWS.m3u8
青海卫视,http:/1.95.63.93/zb/QHWS1.m3u8
三沙卫视,http:/1.95.63.93/zb/SSWS.m3u8
厦门卫视,http:/1.95.63.93/zb/XMWS.m3u8
山东教育,http:/1.95.63.93/zb/JYWS.m3u8
山东卫视,http:/1.95.63.93/zb/WS.m3u8
山西卫视,http:/1.95.63.93/zb/SXWS.m3u8
陕西卫视,http:/1.95.63.93/zb/SXWS1.m3u8
深圳卫视,http:/1.95.63.93/zb/SZWS.m3u8
四川卫视,http:/1.95.63.93/zb/SCWS.m3u8
天津卫视,http:/1.95.63.93/zb/TJWS.m3u8
西藏卫视,http:/1.95.63.93/zb/XZWS.m3u8
新疆卫视,http:/1.95.63.93/zb/XJWS.m3u8
新视觉卫视,http:/1.95.63.93/zb/XSJWS.m3u8
延边卫视,http:/1.95.63.93/zb/YBWS.m3u8
云南卫视,http:/1.95.63.93/zb/YNWS.m3u8
浙江卫视,http:/1.95.63.93/zb/ZJWS.m3u8
重庆卫视,http:/1.95.63.93/zb/CQWS.m3u8
安徽卫视,http:/1.95.63.93/zb1/AHWS.m3u8
北京卫视,http:/1.95.63.93/zb1/BJWS.m3u8
大湾区卫,http:/1.95.63.93/zb1/DWQWS.m3u8
东方卫视,http:/1.95.63.93/zb1/DFWS.m3u8
东南卫视,http:/1.95.63.93/zb1/DNWS.m3u8
甘肃卫视,http:/1.95.63.93/zb1/GSWS.m3u8
广东卫视,http:/1.95.63.93/zb1/GDWS.m3u8
广西卫视,http:/1.95.63.93/zb1/GXWS.m3u8
贵州卫视,http:/1.95.63.93/zb1/GZWS.m3u8
海南卫视,http:/1.95.63.93/zb1/QHWS.m3u8
河北卫视,http:/1.95.63.93/zb1/HBWS.m3u8
河南卫视,http:/1.95.63.93/zb1/HNWS.m3u8
黑龙江卫视,http:/1.95.63.93/zb1/HLJWS.m3u8
湖北卫视,http:/1.95.63.93/zb1/HBWS1.m3u8
湖南卫视,http:/1.95.63.93/zb1/HNWS1.m3u8
吉林卫视,http:/1.95.63.93/zb1/JLWS.m3u8
江苏卫视,http:/1.95.63.93/zb1/JSWS.m3u8
江西卫视,http:/1.95.63.93/zb1/JXWS.m3u8
金鹰纪实,http:/1.95.63.93/zb1/JYSJ.m3u8
康巴卫视,http:/1.95.63.93/zb1/KBWS.m3u8
辽宁卫视,http:/1.95.63.93/zb1/LLWS.m3u8
内蒙古卫视,http:/1.95.63.93/zb1/NMGWS.m3u8
宁夏卫视,http:/1.95.63.93/zb1/NXWS.m3u8
青海卫视,http:/1.95.63.93/zb1/QHWS1.m3u8
三沙卫视,http:/1.95.63.93/zb1/SSWS.m3u8
厦门卫视,http:/1.95.63.93/zb1/XMWS.m3u8
山东教育,http:/1.95.63.93/zb1/JYWS.m3u8
山东卫视,http:/1.95.63.93/zb1/WS.m3u8
山西卫视,http:/1.95.63.93/zb1/SXWS.m3u8
陕西卫视,http:/1.95.63.93/zb1/SXWS1.m3u8
深圳卫视,http:/1.95.63.93/zb1/SZWS.m3u8
四川卫视,http:/1.95.63.93/zb1/SCWS.m3u8
天津卫视,http:/1.95.63.93/zb1/TJWS.m3u8
西藏卫视,http:/1.95.63.93/zb1/XZWS.m3u8
新疆卫视,http:/1.95.63.93/zb1/XJWS.m3u8
新视觉卫视,http:/1.95.63.93/zb1/XSJWS.m3u8
延边卫视,http:/1.95.63.93/zb1/YBWS.m3u8
云南卫视,http:/1.95.63.93/zb1/YNWS.m3u8
浙江卫视,http:/1.95.63.93/zb1/ZJWS.m3u8
重庆卫视,http:/1.95.63.93/zb1/CQWS.m3u8
安徽卫视,http:/huangfeiyan.top/zb/AHWS.m3u8
北京卫视,http:/huangfeiyan.top/zb/BJWS.m3u8
大湾区卫,http:/huangfeiyan.top/zb/DWQWS.m3u8
东方卫视,http:/huangfeiyan.top/zb/DFWS.m3u8
东南卫视,http:/huangfeiyan.top/zb/DNWS.m3u8
甘肃卫视,http:/huangfeiyan.top/zb/GSWS.m3u8
广东卫视,http:/huangfeiyan.top/zb/GDWS.m3u8
广西卫视,http:/huangfeiyan.top/zb/GXWS.m3u8
贵州卫视,http:/huangfeiyan.top/zb/GZWS.m3u8
海南卫视,http:/huangfeiyan.top/zb/QHWS.m3u8
河北卫视,http:/huangfeiyan.top/zb/HBWS.m3u8
河南卫视,http:/huangfeiyan.top/zb/HNWS.m3u8
黑龙江卫视,http:/huangfeiyan.top/zb/HLJWS.m3u8
湖北卫视,http:/huangfeiyan.top/zb/HBWS1.m3u8
湖南卫视,http:/huangfeiyan.top/zb/HNWS1.m3u8
吉林卫视,http:/huangfeiyan.top/zb/JLWS.m3u8
江苏卫视,http:/huangfeiyan.top/zb/JSWS.m3u8
江西卫视,http:/huangfeiyan.top/zb/JXWS.m3u8
金鹰纪实,http:/huangfeiyan.top/zb/JYSJ.m3u8
康巴卫视,http:/huangfeiyan.top/zb/KBWS.m3u8
辽宁卫视,http:/huangfeiyan.top/zb/LLWS.m3u8
内蒙古卫视,http:/huangfeiyan.top/zb/NMGWS.m3u8
宁夏卫视,http:/huangfeiyan.top/zb/NXWS.m3u8
青海卫视,http:/huangfeiyan.top/zb/QHWS1.m3u8
三沙卫视,http:/huangfeiyan.top/zb/SSWS.m3u8
厦门卫视,http:/huangfeiyan.top/zb/XMWS.m3u8
山东教育,http:/huangfeiyan.top/zb/JYWS.m3u8
山东卫视,http:/huangfeiyan.top/zb/WS.m3u8
山西卫视,http:/huangfeiyan.top/zb/SXWS.m3u8
陕西卫视,http:/huangfeiyan.top/zb/SXWS1.m3u8
深圳卫视,http:/huangfeiyan.top/zb/SZWS.m3u8
四川卫视,http:/huangfeiyan.top/zb/SCWS.m3u8
天津卫视,http:/huangfeiyan.top/zb/TJWS.m3u8
西藏卫视,http:/huangfeiyan.top/zb/XZWS.m3u8
新疆卫视,http:/huangfeiyan.top/zb/XJWS.m3u8
新视觉卫视,http:/huangfeiyan.top/zb/XSJWS.m3u8
延边卫视,http:/huangfeiyan.top/zb/YBWS.m3u8
云南卫视,http:/huangfeiyan.top/zb/YNWS.m3u8
浙江卫视,http:/huangfeiyan.top/zb/ZJWS.m3u8
重庆卫视,http:/huangfeiyan.top/zb/CQWS.m3u8
安徽卫视,http:/huangfeiyan.top/zb1/AHWS.m3u8
北京卫视,http:/huangfeiyan.top/zb1/BJWS.m3u8
大湾区卫,http:/huangfeiyan.top/zb1/DWQWS.m3u8
东方卫视,http:/huangfeiyan.top/zb1/DFWS.m3u8
东南卫视,http:/huangfeiyan.top/zb1/DNWS.m3u8
甘肃卫视,http:/huangfeiyan.top/zb1/GSWS.m3u8
广东卫视,http:/huangfeiyan.top/zb1/GDWS.m3u8
广西卫视,http:/huangfeiyan.top/zb1/GXWS.m3u8
贵州卫视,http:/huangfeiyan.top/zb1/GZWS.m3u8
海南卫视,http:/huangfeiyan.top/zb1/QHWS.m3u8
河北卫视,http:/huangfeiyan.top/zb1/HBWS.m3u8
河南卫视,http:/huangfeiyan.top/zb1/HNWS.m3u8
黑龙江卫视,http:/huangfeiyan.top/zb1/HLJWS.m3u8
湖北卫视,http:/huangfeiyan.top/zb1/HBWS1.m3u8
湖南卫视,http:/huangfeiyan.top/zb1/HNWS1.m3u8
吉林卫视,http:/huangfeiyan.top/zb1/JLWS.m3u8
江苏卫视,http:/huangfeiyan.top/zb1/JSWS.m3u8
江西卫视,http:/huangfeiyan.top/zb1/JXWS.m3u8
金鹰纪实,http:/huangfeiyan.top/zb1/JYSJ.m3u8
康巴卫视,http:/huangfeiyan.top/zb1/KBWS.m3u8
辽宁卫视,http:/huangfeiyan.top/zb1/LLWS.m3u8
内蒙古卫视,http:/huangfeiyan.top/zb1/NMGWS.m3u8
宁夏卫视,http:/huangfeiyan.top/zb1/NXWS.m3u8
青海卫视,http:/huangfeiyan.top/zb1/QHWS1.m3u8
三沙卫视,http:/huangfeiyan.top/zb1/SSWS.m3u8
厦门卫视,http:/huangfeiyan.top/zb1/XMWS.m3u8
山东教育,http:/huangfeiyan.top/zb1/JYWS.m3u8
山东卫视,http:/huangfeiyan.top/zb1/WS.m3u8
山西卫视,http:/huangfeiyan.top/zb1/SXWS.m3u8
陕西卫视,http:/huangfeiyan.top/zb1/SXWS1.m3u8
深圳卫视,http:/huangfeiyan.top/zb1/SZWS.m3u8
四川卫视,http:/huangfeiyan.top/zb1/SCWS.m3u8
天津卫视,http:/huangfeiyan.top/zb1/TJWS.m3u8
西藏卫视,http:/huangfeiyan.top/zb1/XZWS.m3u8
新疆卫视,http:/huangfeiyan.top/zb1/XJWS.m3u8
新视觉卫视,http:/huangfeiyan.top/zb1/XSJWS.m3u8
延边卫视,http:/huangfeiyan.top/zb1/YBWS.m3u8
云南卫视,http:/huangfeiyan.top/zb1/YNWS.m3u8
浙江卫视,http:/huangfeiyan.top/zb1/ZJWS.m3u8
重庆卫视,http:/huangfeiyan.top/zb1/CQWS.m3u8

IPV6线路1,#genre#
CCTV-1,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
CCTV-2,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV-3,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638727c125355/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUSPTZ4CK5oLfjaEYe9dogNMUNNEYLCPUtKY62j1Wp5u04wipypKUQ1TTuR2lXvBl5YpHqBJmlA19x22TD9bUOjk
CCTV-4,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV-5,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV-5+,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225603/index.m3u8
CCTV-6,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV-7,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV-8,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV-9,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV-10,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN3949784BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUXt3TPFwzzdHCkOT9AjSv5OuXozn3alq9%2BUx7ZLG1w9aOfkLjZvYj56D3xkOAtSOIoLsdw8c1%2BCwLDg1aS4esN4
CCTV-11,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8
CCTV-12,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV-13,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
CCTV-14,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV-15,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8
CCTV-16,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226100/index.m3u8
CCTV-17,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
CCTV-4K,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8
CGTN新闻,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN63806f4f64099/index.m3u8?m3u8_level=2
CGTN纪录,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN63a15d0ee63f3/index.m3u8?m3u8_level=2
兵器科技,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638077907bdcd/1.m3u8?m3u8_level=2
第一剧场,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638077f5ca035/1.m3u8?m3u8_level=2
风云足球,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638077160c04a/1.m3u8?m3u8_level=2
世界地理,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638077a61f4f3/1.m3u8?m3u8_level=2
央视台球,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380775932cff/1.m3u8?m3u8_level=2
央视高网,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN63807743b61bb/1.m3u8?m3u8_level=2
文化精品,http://mail.petzhu.top:7000/rtp/239.254.201.229:7260
凤凰中文,http://103.95.24.37:880/fhws.m3u8
凤凰资讯,http://103.95.24.37:880/fhzx.m3u8
凤凰香港,http://103.95.24.37:880/fhxgt.m3u8
北京卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
东方卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
天津卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
重庆卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
龙江卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
辽宁卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
山东卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
湖南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
安徽卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
江苏卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
浙江卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
广东卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
深圳卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
湖北卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
广西卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8
四川卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
江西卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
河北卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
河南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
海南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
东南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
贵州卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
吉林卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
云南卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010119/1.m3u8
甘肃卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010098/1.m3u8
青海卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010111/1.m3u8
宁夏卫视,https://hls.ningxiahuangheyun.com/live/nxws1M.m3u8
纪实科教,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8
